purchase_id,date,supplier_name,item_name,category,unit,quantity_purchased,unit_cost,total_cost,delivery_status,expected_delivery,payment_method,notes
P2218,2014-03-07,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 36, 10, 98","12.5, 1.2, 0.8, 0.1",211.0,Completed,,Bank Transfer,
P2219,2014-03-14,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","15, 29, 8, 93","12.5, 1.2, 0.8, 0.1",238.0,Completed,,Bank Transfer,
P2220,2014-03-21,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","18, 39, 10, 80","12.5, 1.2, 0.8, 0.1",287.8,Completed,,Bank Transfer,
P2221,2014-03-28,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","20, 35, 5, 72","12.5, 1.2, 0.8, 0.1",303.2,Completed,,Bank Transfer,
P2222,2014-04-04,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 37, 9, 51","12.5, 1.2, 0.8, 0.1",206.7,Completed,,Bank Transfer,
P2223,2014-04-11,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","10, 15, 8, 99","12.5, 1.2, 0.8, 0.1",159.3,Completed,,Bank Transfer,
P2224,2014-04-18,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","10, 33, 7, 79","12.5, 1.2, 0.8, 0.1",178.1,Completed,,Bank Transfer,
P2225,2014-04-25,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 22, 7, 50","12.5, 1.2, 0.8, 0.1",187.0,Completed,,Bank Transfer,
P2226,2014-05-02,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 33, 6, 59","12.5, 1.2, 0.8, 0.1",125.3,Completed,,Bank Transfer,
P2227,2014-05-09,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 28, 5, 95","12.5, 1.2, 0.8, 0.1",109.6,Completed,,Bank Transfer,
P2228,2014-05-16,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 23, 7, 79","12.5, 1.2, 0.8, 0.1",116.1,Completed,,Bank Transfer,
P2229,2014-05-23,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","18, 12, 10, 69","12.5, 1.2, 0.8, 0.1",254.3,Completed,,Bank Transfer,
P2230,2014-05-30,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","14, 14, 8, 82","12.5, 1.2, 0.8, 0.1",206.4,Completed,,Bank Transfer,
P2231,2014-06-06,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","20, 17, 10, 95","12.5, 1.2, 0.8, 0.1",287.9,Completed,,Bank Transfer,
P2232,2014-06-13,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","15, 20, 7, 92","12.5, 1.2, 0.8, 0.1",226.3,Completed,,Bank Transfer,
P2233,2014-06-20,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 32, 7, 61","12.5, 1.2, 0.8, 0.1",125.1,Completed,,Bank Transfer,
P2234,2014-06-27,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 13, 8, 89","12.5, 1.2, 0.8, 0.1",180.9,Completed,,Bank Transfer,
P2235,2014-07-04,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","20, 29, 6, 96","12.5, 1.2, 0.8, 0.1",299.2,Completed,,Bank Transfer,
P2236,2014-07-11,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 33, 8, 78","12.5, 1.2, 0.8, 0.1",128.8,Completed,,Bank Transfer,
P2237,2014-07-18,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 35, 7, 86","12.5, 1.2, 0.8, 0.1",256.2,Completed,,Bank Transfer,
P2238,2014-07-25,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 29, 6, 69","12.5, 1.2, 0.8, 0.1",196.5,Completed,,Bank Transfer,
P2239,2014-08-01,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 31, 9, 75","12.5, 1.2, 0.8, 0.1",201.9,Completed,,Bank Transfer,
P2240,2014-08-08,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 18, 7, 63","12.5, 1.2, 0.8, 0.1",96.0,Completed,,Bank Transfer,
P2241,2014-08-15,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","10, 35, 10, 72","12.5, 1.2, 0.8, 0.1",182.2,Completed,,Bank Transfer,
P2242,2014-08-22,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","10, 26, 8, 85","12.5, 1.2, 0.8, 0.1",171.1,Completed,,Bank Transfer,
P2243,2014-08-29,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 20, 8, 62","12.5, 1.2, 0.8, 0.1",186.6,Completed,,Bank Transfer,
P2244,2014-09-05,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 36, 9, 56","12.5, 1.2, 0.8, 0.1",206.0,Completed,,Bank Transfer,
P2245,2014-09-12,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 17, 5, 80","12.5, 1.2, 0.8, 0.1",182.4,Completed,,Bank Transfer,
P2246,2014-09-19,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 18, 7, 65","12.5, 1.2, 0.8, 0.1",183.7,Completed,,Bank Transfer,
P2247,2014-09-26,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","11, 11, 6, 64","12.5, 1.2, 0.8, 0.1",161.9,Completed,,Bank Transfer,
P2248,2014-10-03,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","18, 19, 5, 61","12.5, 1.2, 0.8, 0.1",257.9,Completed,,Bank Transfer,
P2249,2014-10-10,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 19, 8, 66","12.5, 1.2, 0.8, 0.1",148.3,Completed,,Bank Transfer,
P2250,2014-10-17,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 30, 9, 84","12.5, 1.2, 0.8, 0.1",114.1,Completed,,Bank Transfer,
P2251,2014-10-24,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 16, 10, 79","12.5, 1.2, 0.8, 0.1",235.1,Completed,,Bank Transfer,
P2252,2014-10-31,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","10, 11, 6, 64","12.5, 1.2, 0.8, 0.1",149.4,Completed,,Bank Transfer,
P2253,2014-11-07,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 11, 7, 54","12.5, 1.2, 0.8, 0.1",224.2,Completed,,Bank Transfer,
P2254,2014-11-14,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","17, 11, 6, 65","12.5, 1.2, 0.8, 0.1",237.0,Completed,,Bank Transfer,
P2255,2014-11-21,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 20, 5, 51","12.5, 1.2, 0.8, 0.1",145.6,Completed,,Bank Transfer,
P2256,2014-11-28,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","20, 32, 5, 73","12.5, 1.2, 0.8, 0.1",299.7,Completed,,Bank Transfer,
P2257,2014-12-05,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 20, 9, 81","12.5, 1.2, 0.8, 0.1",239.3,Completed,,Bank Transfer,
P2258,2014-12-12,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 35, 9, 67","12.5, 1.2, 0.8, 0.1",130.9,Completed,,Bank Transfer,
P2259,2014-12-19,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 18, 6, 59","12.5, 1.2, 0.8, 0.1",107.3,Completed,,Bank Transfer,
P2260,2014-12-26,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","14, 40, 7, 75","12.5, 1.2, 0.8, 0.1",236.1,Completed,,Bank Transfer,
P2261,2015-01-02,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","14, 12, 5, 87","12.5, 1.2, 0.8, 0.1",202.1,Completed,,Bank Transfer,
P2262,2015-01-09,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","10, 21, 7, 55","12.5, 1.2, 0.8, 0.1",161.3,Completed,,Bank Transfer,
P2263,2015-01-16,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 20, 6, 82","12.5, 1.2, 0.8, 0.1",149.5,Completed,,Bank Transfer,
P2264,2015-01-23,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 40, 8, 99","12.5, 1.2, 0.8, 0.1",139.3,Completed,,Bank Transfer,
P2265,2015-01-30,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","7, 28, 5, 65","12.5, 1.2, 0.8, 0.1",131.6,Completed,,Bank Transfer,
P2266,2015-02-06,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 38, 5, 72","12.5, 1.2, 0.8, 0.1",256.8,Completed,,Bank Transfer,
P2267,2015-02-13,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 33, 10, 69","12.5, 1.2, 0.8, 0.1",204.5,Completed,,Bank Transfer,
P2268,2015-02-20,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","13, 39, 5, 89","12.5, 1.2, 0.8, 0.1",222.2,Completed,,Bank Transfer,
P2269,2015-02-27,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","20, 13, 7, 94","12.5, 1.2, 0.8, 0.1",280.6,Completed,,Bank Transfer,
P2270,2015-03-06,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","20, 37, 7, 72","12.5, 1.2, 0.8, 0.1",307.2,Completed,,Bank Transfer,
P2271,2015-03-13,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","20, 40, 5, 75","12.5, 1.2, 0.8, 0.1",309.5,Completed,,Bank Transfer,
P2272,2015-03-20,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","18, 35, 6, 61","12.5, 1.2, 0.8, 0.1",277.9,Completed,,Bank Transfer,
P2273,2015-03-27,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 18, 8, 65","12.5, 1.2, 0.8, 0.1",147.0,Completed,,Bank Transfer,
P2274,2015-04-03,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 36, 8, 57","12.5, 1.2, 0.8, 0.1",117.8,Completed,,Bank Transfer,
P2275,2015-04-10,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","18, 14, 5, 92","12.5, 1.2, 0.8, 0.1",255.0,Completed,,Bank Transfer,
P2276,2015-04-17,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 38, 10, 77","12.5, 1.2, 0.8, 0.1",261.3,Completed,,Bank Transfer,
P2277,2015-04-24,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 20, 6, 50","12.5, 1.2, 0.8, 0.1",183.8,Completed,,Bank Transfer,
P2278,2015-05-01,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 24, 8, 54","12.5, 1.2, 0.8, 0.1",103.1,Completed,,Bank Transfer,
P2279,2015-05-08,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","15, 11, 7, 59","12.5, 1.2, 0.8, 0.1",212.2,Completed,,Bank Transfer,
P2280,2015-05-15,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 20, 9, 85","12.5, 1.2, 0.8, 0.1",114.7,Completed,,Bank Transfer,
P2281,2015-05-22,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","17, 26, 7, 92","12.5, 1.2, 0.8, 0.1",258.5,Completed,,Bank Transfer,
P2282,2015-05-29,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","18, 29, 8, 79","12.5, 1.2, 0.8, 0.1",274.1,Completed,,Bank Transfer,
P2283,2015-06-05,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","7, 19, 6, 93","12.5, 1.2, 0.8, 0.1",124.4,Completed,,Bank Transfer,
P2284,2015-06-12,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","11, 32, 8, 51","12.5, 1.2, 0.8, 0.1",187.4,Completed,,Bank Transfer,
P2285,2015-06-19,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 33, 9, 52","12.5, 1.2, 0.8, 0.1",127.0,Completed,,Bank Transfer,
P2286,2015-06-26,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","8, 11, 5, 68","12.5, 1.2, 0.8, 0.1",124.0,Completed,,Bank Transfer,
P2287,2015-07-03,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","18, 33, 5, 53","12.5, 1.2, 0.8, 0.1",273.9,Completed,,Bank Transfer,
P2288,2015-07-10,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","11, 29, 6, 81","12.5, 1.2, 0.8, 0.1",185.2,Completed,,Bank Transfer,
P2289,2015-07-17,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","8, 27, 9, 63","12.5, 1.2, 0.8, 0.1",145.9,Completed,,Bank Transfer,
P2290,2015-07-24,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 18, 8, 92","12.5, 1.2, 0.8, 0.1",112.2,Completed,,Bank Transfer,
P2291,2015-07-31,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","8, 22, 6, 85","12.5, 1.2, 0.8, 0.1",139.7,Completed,,Bank Transfer,
P2292,2015-08-07,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","8, 23, 9, 80","12.5, 1.2, 0.8, 0.1",142.8,Completed,,Bank Transfer,
P2293,2015-08-14,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 12, 9, 93","12.5, 1.2, 0.8, 0.1",230.9,Completed,,Bank Transfer,
P2294,2015-08-21,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 39, 8, 88","12.5, 1.2, 0.8, 0.1",262.0,Completed,,Bank Transfer,
P2295,2015-08-28,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 21, 10, 52","12.5, 1.2, 0.8, 0.1",113.4,Completed,,Bank Transfer,
P2296,2015-09-04,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","17, 20, 8, 98","12.5, 1.2, 0.8, 0.1",252.7,Completed,,Bank Transfer,
P2297,2015-09-11,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","10, 22, 8, 61","12.5, 1.2, 0.8, 0.1",163.9,Completed,,Bank Transfer,
P2298,2015-09-18,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 10, 8, 59","12.5, 1.2, 0.8, 0.1",99.3,Completed,,Bank Transfer,
P2299,2015-09-25,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","20, 15, 5, 96","12.5, 1.2, 0.8, 0.1",281.6,Completed,,Bank Transfer,
P2300,2015-10-02,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","8, 31, 10, 68","12.5, 1.2, 0.8, 0.1",152.0,Completed,,Bank Transfer,
P2301,2015-10-09,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 14, 10, 62","12.5, 1.2, 0.8, 0.1",268.5,Completed,,Bank Transfer,
P2302,2015-10-16,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 16, 7, 76","12.5, 1.2, 0.8, 0.1",269.9,Completed,,Bank Transfer,
P2303,2015-10-23,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","14, 10, 8, 83","12.5, 1.2, 0.8, 0.1",201.7,Completed,,Bank Transfer,
P2304,2015-10-30,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 33, 10, 95","12.5, 1.2, 0.8, 0.1",207.1,Completed,,Bank Transfer,
P2305,2015-11-06,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 40, 9, 64","12.5, 1.2, 0.8, 0.1",124.1,Completed,,Bank Transfer,
P2306,2015-11-13,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 34, 8, 88","12.5, 1.2, 0.8, 0.1",131.0,Completed,,Bank Transfer,
P2307,2015-11-20,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 40, 9, 98","12.5, 1.2, 0.8, 0.1",302.5,Completed,,Bank Transfer,
P2308,2015-11-27,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 13, 10, 66","12.5, 1.2, 0.8, 0.1",230.2,Completed,,Bank Transfer,
P2309,2015-12-04,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 19, 9, 85","12.5, 1.2, 0.8, 0.1",238.5,Completed,,Bank Transfer,
P2310,2015-12-11,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","11, 23, 8, 55","12.5, 1.2, 0.8, 0.1",177.0,Completed,,Bank Transfer,
P2311,2015-12-18,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","13, 22, 8, 66","12.5, 1.2, 0.8, 0.1",201.9,Completed,,Bank Transfer,
P2312,2015-12-25,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 40, 8, 74","12.5, 1.2, 0.8, 0.1",136.8,Completed,,Bank Transfer,
P2313,2016-01-01,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","18, 24, 7, 54","12.5, 1.2, 0.8, 0.1",264.8,Completed,,Bank Transfer,
P2314,2016-01-08,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","15, 34, 8, 56","12.5, 1.2, 0.8, 0.1",240.3,Completed,,Bank Transfer,
P2315,2016-01-15,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","7, 23, 7, 72","12.5, 1.2, 0.8, 0.1",127.9,Completed,,Bank Transfer,
P2316,2016-01-22,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","18, 11, 7, 92","12.5, 1.2, 0.8, 0.1",253.0,Completed,,Bank Transfer,
P2317,2016-01-29,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 36, 8, 63","12.5, 1.2, 0.8, 0.1",255.9,Completed,,Bank Transfer,
P2318,2016-02-05,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","14, 17, 5, 82","12.5, 1.2, 0.8, 0.1",207.6,Completed,,Bank Transfer,
P2319,2016-02-12,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 39, 10, 91","12.5, 1.2, 0.8, 0.1",138.9,Completed,,Bank Transfer,
P2320,2016-02-19,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 16, 9, 59","12.5, 1.2, 0.8, 0.1",269.8,Completed,,Bank Transfer,
P2321,2016-02-26,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 33, 5, 58","12.5, 1.2, 0.8, 0.1",111.9,Completed,,Bank Transfer,
P2322,2016-03-04,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 26, 7, 77","12.5, 1.2, 0.8, 0.1",244.5,Completed,,Bank Transfer,
P2323,2016-03-11,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","15, 34, 6, 65","12.5, 1.2, 0.8, 0.1",239.6,Completed,,Bank Transfer,
P2324,2016-03-18,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","20, 32, 8, 80","12.5, 1.2, 0.8, 0.1",302.8,Completed,,Bank Transfer,
P2325,2016-03-25,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 10, 10, 62","12.5, 1.2, 0.8, 0.1",176.2,Completed,,Bank Transfer,
P2326,2016-04-01,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","8, 22, 8, 94","12.5, 1.2, 0.8, 0.1",142.2,Completed,,Bank Transfer,
